"artifact_id","category","description","absolute_source_path","canonical_relative_handoff_path","size_bytes","sha256","exists","current_status","supersedes","scientific_or_documentation","mentor_facing","notes"
"FH-V3-011","bootstrap_summary","Canonical bootstrap summary","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_BOOTSTRAP_SUMMARY.json","execution_control/PTBXL_FINAL_CLOSURE/FINAL_BOOTSTRAP_SUMMARY.json","57327","02D5903B48828710FFC71DAAAEDFC9FA374C79604C3B488A5C12911C1C7710FC","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=accepted locked bootstrap helper"
"FH-V3-012","bootstrap_detail","77 eligible-run bootstrap state","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_CPU_BOOTSTRAP_77_RUNS.csv","execution_control/PTBXL_FINAL_CLOSURE/FINAL_CPU_BOOTSTRAP_77_RUNS.csv","45867","84D000563A0CCF023A9446B1D8976166F3A58E0746500F08A5851DC8C301716A","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=legacy 50 reuse plus 22 worker runs"
"FH-V3-013","bootstrap_manifest","Bootstrap contract and counts","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_CPU_BOOTSTRAP_MANIFEST.json","execution_control/PTBXL_FINAL_CLOSURE/FINAL_CPU_BOOTSTRAP_MANIFEST.json","564","D4048C5F6AA8801A2B3EFB5903273772DAD6F42EC84E1ABB8A621C9B8A3CEA90","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=accepted locked bootstrap helper"
"FH-V3-014","blocker_provenance","Five preserved bootstrap blockers","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\BOOTSTRAP_BLOCKER_PROVENANCE_LIST.csv","execution_control/PTBXL_FINAL_CLOSURE/BOOTSTRAP_BLOCKER_PROVENANCE_LIST.csv","1749","3CE1EE07E973C482E0F83EFCCFB052A1166F15EEC308B0D32CF3DDBA7AB76170","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=fail-closed closure"
"FH-V3-015","worker_provenance","22 worker bundles","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\PARALLEL_WORKER_EVIDENCE_RECOVERY.csv","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_RECOVERY.csv","22825","817E34C0E6F12E531D8E786953386CF3D85C84A041495E5186F1CB9767CCB890","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=emergency-worker recovery"
"FH-V3-016","worker_hash","88 remote-local hash comparisons","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\PARALLEL_WORKER_HASH_CLOSURE.csv","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_HASH_CLOSURE.csv","42435","9295FB999BC892A2A584F17E5D733DEC0C04E16D22C7130A50410ADE75188CC3","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=emergency-worker hash closure"
"FH-V3-017","worker_mapping","22 worker strict mappings","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_STRICT_MAPPING_FINAL.csv","1826","4BD217C5669561BE8812E7BF751722B90DC9CB37E6CAC145FEBF133D12D87F7F","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=emergency-worker mapping closure"
"FH-V3-018","adjudication","ECG-JEPA identity aggregation adjudication","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\ECG_JEPA_AGG_NOAGG_DISCREPANCY_ADJUDICATION.json","execution_control/PTBXL_FINAL_CLOSURE/ECG_JEPA_AGG_NOAGG_DISCREPANCY_ADJUDICATION.json","5406","C3646CEF1F9536E22706330F499A44C10D04805B57EE260FD204970659D9A75D","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=locked implementation adjudication"
"FH-V3-019","special_route","ECG-FM special-route Run015 provenance","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\RUN015_TARGETED_RECOVERY_AND_RELEASE_GATE.json","execution_control/PTBXL_FINAL_CLOSURE/RUN015_TARGETED_RECOVERY_AND_RELEASE_GATE.json","5461","14923F11A3B8E67A6E7D1544CEECDCF63F3CEE944134ECF7AE8299062CF866CA","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=052 historical source / 451 carrier"
"FH-V3-020","stmem_provenance","ST-MEM successful retry evidence","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\STMEM_780_775_STRICT_MAPPING_VERIFICATION.json","execution_control/PTBXL_FINAL_CLOSURE/STMEM_780_775_STRICT_MAPPING_VERIFICATION.json","9966","1C9EAB3C91D1736F0B8951E1B9C6992DB009CE934DB537DC6AAC6289D410B33E","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=780/775 successor evidence"
"FH-V3-021","closure_report","Final closure narrative","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_CLOSURE_REPORT_FINAL.md","execution_control/PTBXL_FINAL_CLOSURE/FINAL_CLOSURE_REPORT_FINAL.md","3997","B01F05B4F5B3C03194DBA06F18B51E655AE8E52183A673CA343A7F4F1DACD0C8","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=global canonical closure"
"FH-V3-022","mentor_handoff","Mentor traceability index","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\MENTOR_HANDOFF_INDEX.md","execution_control/PTBXL_FINAL_CLOSURE/MENTOR_HANDOFF_INDEX.md","2496","67EC1BE9020ECB0BC032E45C0438FC59743DF023F5C6BC19CCBDD74EEBB4DBE9","YES","HISTORICAL_HANDOFF_INDEX","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=global canonical closure"
"FH-V3-023","release_readiness","Release-readiness decision record","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_RELEASE_READINESS_MANIFEST.json","execution_control/PTBXL_FINAL_CLOSURE/FINAL_RELEASE_READINESS_MANIFEST.json","1184","0CA285F5466EB787450F08BF73DAF2F5B1614B39D5CABBB04E267B4A26A911F1","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=human AutoDL UI confirmation plus local evidence"
"FH-V3-024","closure_manifest","Canonical closure status","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_CLOSURE_STATUS_MANIFEST.json","execution_control/PTBXL_FINAL_CLOSURE/FINAL_CLOSURE_STATUS_MANIFEST.json","32575","9EBCB85954926200A979D21A66B607930ED0D90EF21568AD1ECECE7846530E8C","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=FINAL_DELIVERY_MANIFEST_V1; authority_provenance=global canonical closure"
"FH-V3-025","training_metadata","78-run training metadata recovery table","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_TRAINING_METADATA_RECOVERY.csv","execution_control/PTBXL_FINAL_CLOSURE/FINAL_TRAINING_METADATA_RECOVERY.csv","43606","F16B45C8225975E79439876CCFF22AC9A743C5FB811B7814DCF392BBE938C16E","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=finalized training metadata recovery"
"FH-V3-026","training_metadata","78-run training metadata recovery structured record","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_TRAINING_METADATA_RECOVERY.json","execution_control/PTBXL_FINAL_CLOSURE/FINAL_TRAINING_METADATA_RECOVERY.json","95232","B700E82A24D1A52CE5D3F9D5DF797D5148BEB4129AD5561E30B2BEE14BEEC879","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=finalized training metadata recovery"
"FH-V3-027","paper_reference_correction","Final Table 3–5 metadata completion evidence","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_TABLE_METADATA_COMPLETION_REPORT.csv","execution_control/PTBXL_FINAL_CLOSURE/FINAL_TABLE_METADATA_COMPLETION_REPORT.csv","21808","AAE88DE74DA5B092F8562DB44DB18C6EAAD83056203D8CBD9992C39C33587FD6","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=actual evidence-bearing finalized metadata completion asset identified by V2 audit"
"FH-V3-028","paper_reference_correction","Paper-reference correction evidence","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\PAPER_REFERENCE_CORRECTION_REPORT.csv","execution_control/PTBXL_FINAL_CLOSURE/PAPER_REFERENCE_CORRECTION_REPORT.csv","18285","14AC7DD762AEF8BE33028EF7135CCCE6DBF421354999BA4D7BF385BA91D693AF","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=paper source correction closure"
"FH-V3-029","audit_v2","Full final asset/report audit V2","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_ASSET_AND_REPORT_AUDIT_V2.md","execution_control/PTBXL_FINAL_CLOSURE/FINAL_ASSET_AND_REPORT_AUDIT_V2.md","17915","04123A6BE3158B3A0CC0EAF8B49304874719EDF14B9F30211907B79E90D19F4A","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=versioned final audit"
"FH-V3-030","audit_v2","Structured final asset/report audit V2","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_ASSET_AND_REPORT_AUDIT_V2.json","execution_control/PTBXL_FINAL_CLOSURE/FINAL_ASSET_AND_REPORT_AUDIT_V2.json","205898","FE6BB378C4AAAC1CC13420377F272D26E0626ACE374F6347B55E579DC9DA48F6","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=versioned final audit"
"FH-V3-031","forensic_audit","Dirty-worktree forensic linkage audit","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\LOCKED_UPSTREAM_DIRTY_WORKTREE_FORENSIC_AUDIT.md","execution_control/PTBXL_FINAL_CLOSURE/LOCKED_UPSTREAM_DIRTY_WORKTREE_FORENSIC_AUDIT.md","26788","32503A360D9FE14B3F65DD2A26DD8FAB184DFE65E229468A1A5EBD858A0AA790","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=formal-source provenance adjudication"
"FH-V3-032","forensic_audit","Structured dirty-worktree forensic audit","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\LOCKED_UPSTREAM_DIRTY_WORKTREE_FORENSIC_AUDIT.json","execution_control/PTBXL_FINAL_CLOSURE/LOCKED_UPSTREAM_DIRTY_WORKTREE_FORENSIC_AUDIT.json","29091","7183012EC11489D36E24807D1270A91806C34C6E012B5A482F9C307B17ADE651","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=formal-source provenance adjudication"
"FH-V3-033","canonical_run_map","Nine resolved canonical formal-run identities","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_CANONICAL_RUN_ID_MAP_V2.csv","execution_control/PTBXL_FINAL_CLOSURE/FINAL_CANONICAL_RUN_ID_MAP_V2.csv","9439","CAF8B746339C34270E944126BC8D9D7B4C493DBF2C9D475A2C0C698C37EF6198","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=052 residual bundle and finalized evidence reconciliation"
"FH-V3-034","canonical_run_map","Structured nine-run canonical identity map","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_CANONICAL_RUN_ID_MAP_V2.json","execution_control/PTBXL_FINAL_CLOSURE/FINAL_CANONICAL_RUN_ID_MAP_V2.json","15923","EDC76933AEA20DC69E56B1ECBBBAFE10F514BFB5F9BA0C9CE879BD650D9ABDF8","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=052 residual bundle and finalized evidence reconciliation"
"FH-V3-035","completion_matrix","Canonical versioned 78-run completion matrix","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\PTBXL_GLOBAL_FORMAL_RUN_COMPLETION_MATRIX_V2.csv","execution_control/PTBXL_FINAL_CLOSURE/PTBXL_GLOBAL_FORMAL_RUN_COMPLETION_MATRIX_V2.csv","37789","D3225516CFA1D2386E45AA8C0FBA3B9F1035F1A09D7A52AEE825FF35CE465F5A","YES","VERIFIED_CURRENT","tables/PTBXL_GLOBAL_FORMAL_RUN_COMPLETION_MATRIX.csv","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=rebuilt from finalized tables, mapping, Bootstrap, and training metadata"
"FH-V3-036","completion_matrix","Structured canonical versioned 78-run completion matrix","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\PTBXL_GLOBAL_FORMAL_RUN_COMPLETION_MATRIX_V2.json","execution_control/PTBXL_FINAL_CLOSURE/PTBXL_GLOBAL_FORMAL_RUN_COMPLETION_MATRIX_V2.json","85270","80485BB0AA107A2D4D2B9DFC742839722144B04255F12BDCD4F45FA54F600A17","YES","VERIFIED_CURRENT","tables/PTBXL_GLOBAL_FORMAL_RUN_COMPLETION_MATRIX.csv","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=rebuilt from finalized tables, mapping, Bootstrap, and training metadata"
"FH-V3-037","source_qualification","Qualified locked-source and GitHub packaging policy","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\LOCKED_UPSTREAM_EXECUTION_QUALIFICATION_V1.md","execution_control/PTBXL_FINAL_CLOSURE/LOCKED_UPSTREAM_EXECUTION_QUALIFICATION_V1.md","4313","7FD3525AFDB2FA383F2AABBC18240645E99590AA5533AB6F3C516A4402C0C37B","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=dirty-worktree forensic audit"
"FH-V3-038","source_qualification","Structured locked-source qualification","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\LOCKED_UPSTREAM_EXECUTION_QUALIFICATION_V1.json","execution_control/PTBXL_FINAL_CLOSURE/LOCKED_UPSTREAM_EXECUTION_QUALIFICATION_V1.json","2436","DBDB530748620568BFBCBA99C15AB6B6AECEB7D604B99B2A16782B0EE7F6C42D","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=dirty-worktree forensic audit"
"FH-V3-039","mentor_handoff","Canonical versioned mentor navigation","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\MENTOR_HANDOFF_INDEX_V2.md","execution_control/PTBXL_FINAL_CLOSURE/MENTOR_HANDOFF_INDEX_V2.md","5200","A9ED254F0DEFBB79E01A92EE1585819F8EF151106E363EDEABE71310D36FDD04","YES","SUPERSEDED_BY_V3","execution_control/PTBXL_FINAL_CLOSURE/MENTOR_HANDOFF_INDEX.md","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=versioned final handoff navigation"
"FH-V3-040","accepted_remediation","Canonical nine-item accepted execution remediation summary","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\ACCEPTED_EXECUTION_REMEDIATIONS_FINAL_V1.md","execution_control/PTBXL_FINAL_CLOSURE/ACCEPTED_EXECUTION_REMEDIATIONS_FINAL_V1.md","7806","73DD788E59498046D68C394FDCA4306A396B29E227210783801FCA90594DD80E","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=finalized execution and provenance evidence"
"FH-V3-041","report_remediation_spec","Specification for later Final Report textual remediation","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_REPORT_REMEDIATION_SPEC_V1.md","execution_control/PTBXL_FINAL_CLOSURE/FINAL_REPORT_REMEDIATION_SPEC_V1.md","3915","71A3B7512735D31B7FB2CB65FA725AA240C0E0D0A03F62D5DECBE4FECEA6136E","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=V2 audit and finalized closure evidence"
"FH-V3-042","residual_recovery","Nine 052 residual runs recovered through 451 carrier","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\PARALLEL_451_RESIDUAL_SPECIAL_RECOVERY.csv","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_RECOVERY.csv","3189","85A64BE51F2501DC23E483BF94268CB5B01FCC27CDA3F745D13515F6AAB8B631","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=historical 052 authority / 451 evidence carrier"
"FH-V3-043","residual_recovery","Structured nine-run residual recovery summary","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\PARALLEL_451_RESIDUAL_SPECIAL_RECOVERY.json","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_RECOVERY.json","2208","6E15C1E0294D3D0CDEC644EC8489DF1BCE09A8D8D5B7514208C5A014E1F0449D","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=historical 052 authority / 451 evidence carrier"
"FH-V3-044","residual_mapping","Strict mapping for nine residual special runs","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\PARALLEL_451_RESIDUAL_STRICT_MAPPING.csv","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_STRICT_MAPPING.csv","1369","8752A97430A220C618EFEA4FF4A812E92D0B5C6137D275E840EFACB7E491B000","YES","VERIFIED_CURRENT","","SCIENTIFIC_EVIDENCE","YES","Reverified from FINAL_DELIVERY_MANIFEST_V2 current bytes; source_manifest=ADDED_IN_V2; authority_provenance=052 residual mapping closure"
"FH-V3-045","final_report","Current final mentor-facing report after textual remediation and consistency audit","D:\桌面文件\ECG\Final Report_V2.docx","Final Report_V2.docx","44707","CF2BBB5FB0F1236154B9559F0440640FD3BA79E1CC55D7E3795CDBB589851BFE","YES","CURRENT_FINAL_REPORT","Final Report.doc","DOCUMENTATION","YES","Added to close PKG-001 from FINAL_HANDOFF_REAUDIT."
"FH-V3-046","report_remediation_audit","Human-readable final report textual remediation audit","D:\桌面文件\ECG\execution_control\PTBXL_FINAL_CLOSURE\FINAL_REPORT_TEXTUAL_REMEDIATION_V2.md","execution_control/PTBXL_FINAL_CLOSURE/FINAL_REPORT_TEXTUAL_REMEDIATION_V2.md","8278","1A005A423FE53054EB3FDFBA9D17E8E5188C6F1A80A54BD06A849C4F5A79C698","YES","VERIFIED_CURRENT","","DOCUMENTATION","YES","Added to close PKG-002 from FINAL_HANDOFF_REAUDIT."
