dataset,model,mode,paper_macro_auroc,ours_macro_auroc,difference,ci_low,ci_high,best_epoch,runtime,prediction_status,ecg_id_mapping_status,bootstrap_status,canonical_run,provenance_reference,notes
ptbxl_sub,MERL,Frozen,NOT_REPORTED / NA,0.9126117081916287,,0.8800609365105629,0.9228876695036888,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1,EMERGENCY_WORKERS instance=438; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,MERL,Linear,NOT_REPORTED / NA,0.8924090142011554,,0.8608739003539085,0.9056489869952202,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1,EMERGENCY_WORKERS instance=438; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,ECGFM-KED,Finetuning,NOT_REPORTED / NA,0.9056376137083256,,0.8776725187897683,0.9198644638061524,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUB_13_ECGFM_KED_FINETUNING_FORMAL_SUB2,EMERGENCY_WORKERS instance=087; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_13_ECGFM_KED_FINETUNING_FORMAL_SUB2; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_13_ECGFM_KED_FINETUNING_FORMAL_SUB2/test_0_epoch_0_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,ECGFM-KED,Frozen,NOT_REPORTED / NA,0.9133209110207481,,0.8830658942461014,0.9241976097226143,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUB_14_ECGFM_KED_FROZEN_FORMAL_SUB2,EMERGENCY_WORKERS instance=087; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_14_ECGFM_KED_FROZEN_FORMAL_SUB2; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_14_ECGFM_KED_FROZEN_FORMAL_SUB2/test_0_epoch_0_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,ECGFM-KED,Linear,NOT_REPORTED / NA,0.8674198274876407,,0.8390335500240326,0.8916902467608452,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUB_15_ECGFM_KED_LINEAR_FORMAL_SUB2,EMERGENCY_WORKERS instance=087; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_15_ECGFM_KED_LINEAR_FORMAL_SUB2; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_15_ECGFM_KED_LINEAR_FORMAL_SUB2/test_0_epoch_0_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,HuBERT-ECG,Finetuning,NOT_REPORTED / NA,0.9257220848297101,,0.8956966206431389,0.9357872113585473,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3,EMERGENCY_WORKERS instance=746; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3/test_0_epoch_0_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,HuBERT-ECG,Frozen,NOT_REPORTED / NA,0.9019865466210889,,0.8708568170666695,0.9123958185315132,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3,EMERGENCY_WORKERS instance=746; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3/test_0_epoch_0_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,HuBERT-ECG,Linear,NOT_REPORTED / NA,0.8958144901266267,,0.864751809835434,0.9050058230757714,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3,EMERGENCY_WORKERS instance=746; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3/test_0_epoch_0_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,ECG-CPC,Finetuning,NOT_REPORTED / NA,0.939355526159927,,0.9064395174384117,0.9494918555021286,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_CPC_FINETUNING__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_CPC_FINETUNING_FORMAL_052_01/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,ECG-CPC,Frozen,NOT_REPORTED / NA,0.9355913948850507,,0.9085262715816498,0.9422409787774086,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_CPC_FROZEN__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_CPC_FROZEN_FORMAL_052_02/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,ECG-CPC,Linear,NOT_REPORTED / NA,0.8861611568482203,,0.8565721765160561,0.8948589563369751,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_CPC_LINEAR__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_CPC_LINEAR_FORMAL_052_03/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,ECG-FM,Finetuning,NOT_REPORTED / NA,0.9238766269677311,,0.8912225380539894,0.9337662339210511,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_FM_FINETUNING__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_FM_FINETUNING_FORMAL_052_07/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,ECG-FM,Frozen,NOT_REPORTED / NA,0.9067981850900095,,0.8773800507187843,0.9163503959774971,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_FM_FROZEN__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_FM_FROZEN_FORMAL_052_08/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,ECG-FM,Linear,NOT_REPORTED / NA,0.8789245176521392,,0.8488399595022201,0.8885488092899323,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_FM_LINEAR__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_FM_LINEAR_FORMAL_052_09/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,S4,Finetuning,NOT_REPORTED / NA,0.936317379712092,,0.9069498673081398,0.9447631135582923,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUB_19_S4_FINETUNING_FORMAL_SUB4,EMERGENCY_WORKERS instance=438; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_19_S4_FINETUNING_FORMAL_SUB4; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_19_S4_FINETUNING_FORMAL_SUB4/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_sub,Net1D,Finetuning,NOT_REPORTED / NA,0.9309598620520987,,0.8953975707292556,0.9426186829805374,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4,EMERGENCY_WORKERS instance=438; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
