dataset,model,mode,paper_macro_auroc,ours_macro_auroc,difference,ci_low,ci_high,best_epoch,runtime,prediction_status,ecg_id_mapping_status,bootstrap_status,canonical_run,provenance_reference,notes
ptbxl_all,MERL,Frozen,NOT_REPORTED / NA,0.9113014381097846,,0.8806515857577324,0.9153698489069939,13,12m31s,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_MERL_FROZEN_FORMAL_RUN_007,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_MERL_FROZEN_FORMAL_RUN_007/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_all,MERL,Linear,NOT_REPORTED / NA,0.8860215708330912,,0.8541590392589569,0.8936964347958565,99,12m31s,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_MERL_LINEAR_FORMAL_RUN_008,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_MERL_LINEAR_FORMAL_RUN_008/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_all,ECGFM-KED,Finetuning,0.889,0.9046777481903444,0.015677748190344398,0.874322809278965,0.9082983955740929,16,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_ECGFM_KED_FINETUNING_FORMAL,REUSED_LEGACY_55_RUNS; experiments/ptbxl_all/ecgfm_ked/formal_archive_195/formal_tests/ecgfm_ked_ptbxl_all_best_no_bootstrap_195/predictions/ptbxl_all_version_0/agg/test_0_epoch_0_agg.npz,
ptbxl_all,ECGFM-KED,Frozen,NOT_REPORTED / NA,0.812137109350008,,0.7815924838185311,0.826406666636467,43,18m31s,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_ECGFM_KED_FROZEN_FORMAL_RUN_009,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECGFM_KED_FROZEN_FORMAL_RUN_009/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_all,ECGFM-KED,Linear,NOT_REPORTED / NA,0.688631656489716,,0.6704775884747505,0.7131613701581955,98,17m01s,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_ECGFM_KED_LINEAR_FORMAL_RUN_010,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECGFM_KED_LINEAR_FORMAL_RUN_010/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_all,HuBERT-ECG,Finetuning,0.915,0.9130755189920841,-0.001924481007915979,0.8819938063621521,0.917936772108078,8,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_HUBERT_ECG_FINETUNING_FORMAL,REUSED_LEGACY_55_RUNS; experiments/ptbxl_all/hubert_ecg/remote_snapshot/formal_tests/hubert_ecg_ptbxl_all_best_epoch8_no_bootstrap_20260818T133913+0800/predictions/ptbxl_all_version_0/agg/test_0_epoch_0_agg.npz,
ptbxl_all,HuBERT-ECG,Frozen,NOT_REPORTED / NA,0.8836542745917262,,0.8528773784637451,0.8887868762016297,7,2h13m34s,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_HUBERT_ECG_FROZEN_FORMAL_RUN_011,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_HUBERT_ECG_FROZEN_FORMAL_RUN_011/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_all,HuBERT-ECG,Linear,NOT_REPORTED / NA,0.8651979364334863,,0.8339095398783684,0.872191059589386,60,2h11m34s,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_HUBERT_ECG_LINEAR_FORMAL_RUN_012,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_HUBERT_ECG_LINEAR_FORMAL_RUN_012/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_all,ECG-CPC,Finetuning,0.949,0.9489525779063319,-4.742209366803696e-05,,,80,,AVAILABLE_STRICT_MAPPING_PASS,PASS,BLOCKED_EXISTING_PROVENANCE,PTBXL_ALL_ECG_CPC_FINETUNING_FORMAL,REUSED_LEGACY_55_RUNS; ,
ptbxl_all,ECG-CPC,Frozen,NOT_REPORTED / NA,0.9332918051170961,,0.9011684745550156,0.9362676322460175,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_ECG_CPC_FROZEN_FORMAL_RUN_013,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECG_CPC_FROZEN_FORMAL_RUN_013/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_all,ECG-CPC,Linear,NOT_REPORTED / NA,0.8735590173033532,,0.8443989798426628,0.8789446771144866,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_ECG_CPC_LINEAR_FORMAL_RUN_014,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECG_CPC_LINEAR_FORMAL_RUN_014/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_all,ECG-FM,Finetuning,0.927,0.9240472984002527,-0.002952701599747365,0.8909001022577285,0.9276217266917228,3,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_ECG_FM_FINETUNING_FORMAL,REUSED_LEGACY_55_RUNS; experiments/ptbxl_all/ecg_fm/remote_artifacts/ecg_fm_ptbxl_all_formal_20260817T104823Z/test_stage_no_bootstrap_20260817T163225Z/predictions/ptbxl_all_version_0/agg/test_0_epoch_0_agg.npz,
ptbxl_all,ECG-FM,Frozen,NOT_REPORTED / NA,0.8841570476302272,,0.8508604735136032,0.8934981390833855,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_ECG_FM_FROZEN_FORMAL_RUN_015,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECG_FM_FROZEN_FORMAL_RUN_015_RETRY_01/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_all,ECG-FM,Linear,NOT_REPORTED / NA,0.8524638303812679,,0.8222985759377479,0.8620819941163063,,,AVAILABLE_STRICT_MAPPING_PASS,PASS,COMPLETED,PTBXL_ALL_ECG_FM_LINEAR_FORMAL_RUN_016,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECG_FM_LINEAR_FORMAL_RUN_016/test_0_epoch_100_agg.npz,No corresponding verified paper value was located in the existing local paper extract; no value was inferred.
ptbxl_all,S4,Finetuning,0.941,0.9408470694,-0.0001529305999999897,,,30,,AVAILABLE_STRICT_MAPPING_PASS,PASS,BLOCKED_EXISTING_PROVENANCE,PTBXL_ALL_S4_FINETUNING_FORMAL,REUSED_LEGACY_55_RUNS; ,
ptbxl_all,Net1D,Finetuning,0.929,0.9299172773,0.0009172772999999079,,,8,,AVAILABLE_STRICT_MAPPING_PASS,PASS,BLOCKED_EXISTING_PROVENANCE,PTBXL_ALL_NET1D_FINETUNING_FORMAL,REUSED_LEGACY_55_RUNS; ,
