dataset,model,mode,canonical_run,worker_group,instance_id,remote_path,local_path,artifact_types,prediction_artifact,target_artifact,aggregate_artifact,manifest_artifact,validation_sidecar,bundle_recovered,mapping_status,hash_status,notes
ptbxl_sub,Net1D,Finetuning,PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4,SUB4,438,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4,aggregate_prediction;raw_noagg_prediction_and_target;formal_command_manifest;mapping_validation_sidecar,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4/predictions/ptbxl_sub_version_0/noagg/test_0_epoch_100_noagg.npz,embedded_in_raw_noagg_prediction,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4/predictions/ptbxl_sub_version_0/agg/test_0_epoch_100_agg.npz,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4/exact_formal_command.sh,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4/post_run_validation.json,YES,PASS,VERIFIED,Remote/local SHA256 equality verified before materialization.
ptbxl_super,MERL,Finetuning,PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1,SUPER1,573,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1,aggregate_prediction;raw_noagg_prediction_and_target;formal_command_manifest;mapping_validation_sidecar,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1/predictions/ptbxl_super_version_0/noagg/test_0_epoch_100_noagg.npz,embedded_in_raw_noagg_prediction,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1/predictions/ptbxl_super_version_0/agg/test_0_epoch_100_agg.npz,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1/exact_formal_command.sh,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1/post_run_validation.json,YES,PASS,VERIFIED,Remote/local SHA256 equality verified before materialization.
ptbxl_super,MERL,Frozen,PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1,SUPER1,573,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1,aggregate_prediction;raw_noagg_prediction_and_target;formal_command_manifest;mapping_validation_sidecar,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1/predictions/ptbxl_super_version_0/noagg/test_0_epoch_100_noagg.npz,embedded_in_raw_noagg_prediction,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1/predictions/ptbxl_super_version_0/agg/test_0_epoch_100_agg.npz,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1/exact_formal_command.sh,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1/post_run_validation.json,YES,PASS,VERIFIED,Remote/local SHA256 equality verified before materialization.
ptbxl_super,MERL,Linear,PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1,SUPER1,573,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1,aggregate_prediction;raw_noagg_prediction_and_target;formal_command_manifest;mapping_validation_sidecar,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1/predictions/ptbxl_super_version_0/noagg/test_0_epoch_100_noagg.npz,embedded_in_raw_noagg_prediction,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1/predictions/ptbxl_super_version_0/agg/test_0_epoch_100_agg.npz,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1/exact_formal_command.sh,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1/post_run_validation.json,YES,PASS,VERIFIED,Remote/local SHA256 equality verified before materialization.
ptbxl_super,ECGFM-KED,Finetuning,PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2,SUPER2,F42,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2,aggregate_prediction;raw_noagg_prediction_and_target;formal_command_manifest;mapping_validation_sidecar,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2/predictions/ptbxl_super_version_0/noagg/test_0_epoch_0_noagg.npz,embedded_in_raw_noagg_prediction,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2/predictions/ptbxl_super_version_0/agg/test_0_epoch_0_agg.npz,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2/exact_formal_command.sh,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2/post_run_validation.json,YES,PASS,VERIFIED,Remote/local SHA256 equality verified before materialization.
ptbxl_super,ECGFM-KED,Frozen,PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2,SUPER2,F42,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2,aggregate_prediction;raw_noagg_prediction_and_target;formal_command_manifest;mapping_validation_sidecar,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2/predictions/ptbxl_super_version_0/noagg/test_0_epoch_0_noagg.npz,embedded_in_raw_noagg_prediction,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2/predictions/ptbxl_super_version_0/agg/test_0_epoch_0_agg.npz,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2/exact_formal_command.sh,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2/post_run_validation.json,YES,PASS,VERIFIED,Remote/local SHA256 equality verified before materialization.
ptbxl_super,ECGFM-KED,Linear,PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2,SUPER2,F42,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2,aggregate_prediction;raw_noagg_prediction_and_target;formal_command_manifest;mapping_validation_sidecar,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2/predictions/ptbxl_super_version_0/noagg/test_0_epoch_0_noagg.npz,embedded_in_raw_noagg_prediction,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2/predictions/ptbxl_super_version_0/agg/test_0_epoch_0_agg.npz,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2/exact_formal_command.sh,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2/post_run_validation.json,YES,PASS,VERIFIED,Remote/local SHA256 equality verified before materialization.
ptbxl_super,HuBERT-ECG,Finetuning,PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3,SUPER3,E96,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3,aggregate_prediction;raw_noagg_prediction_and_target;formal_command_manifest;mapping_validation_sidecar,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3/predictions/ptbxl_super_version_0/noagg/test_0_epoch_0_noagg.npz,embedded_in_raw_noagg_prediction,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3/predictions/ptbxl_super_version_0/agg/test_0_epoch_0_agg.npz,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3/exact_formal_command.sh,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3/post_run_validation.json,YES,PASS,VERIFIED,Remote/local SHA256 equality verified before materialization.
ptbxl_super,HuBERT-ECG,Frozen,PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3,SUPER3,E96,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3,aggregate_prediction;raw_noagg_prediction_and_target;formal_command_manifest;mapping_validation_sidecar,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3/predictions/ptbxl_super_version_0/noagg/test_0_epoch_0_noagg.npz,embedded_in_raw_noagg_prediction,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3/predictions/ptbxl_super_version_0/agg/test_0_epoch_0_agg.npz,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3/exact_formal_command.sh,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3/post_run_validation.json,YES,PASS,VERIFIED,Remote/local SHA256 equality verified before materialization.
ptbxl_super,HuBERT-ECG,Linear,PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3,SUPER3,E96,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3,execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3,aggregate_prediction;raw_noagg_prediction_and_target;formal_command_manifest;mapping_validation_sidecar,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3/predictions/ptbxl_super_version_0/noagg/test_0_epoch_0_noagg.npz,embedded_in_raw_noagg_prediction,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3/predictions/ptbxl_super_version_0/agg/test_0_epoch_0_agg.npz,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3/exact_formal_command.sh,/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3/post_run_validation.json,YES,PASS,VERIFIED,Remote/local SHA256 equality verified before materialization.
