canonical_experiment_key,formal_run_id,source_relative_path,source_sha256,source_record_count,source_shape,source_dtype,mapping_evidence_path,derived_data_path,derived_sha256,derived_record_count,output_dim,prediction_roundtrip_max_abs_diff,target_exact_match,ecg_id_exact_match,status
ECG-JEPA|all|Linear,PTBXL_ALL_ECG_JEPA_LINEAR_FORMAL_RUN_004,sample_predictions/record_level/ecg-jepa/all/linear/PTBXL_ALL_ECG_JEPA_LINEAR_FORMAL_RUN_004_record_level.npz,52ae2cb6a18ec59a27260f1f47a25fa6e01df681458f2e6fed2bd12d50a11c0d,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecg-jepa__all__linear.js,f0e5d7639aeb13a4d861568ce6dff2985bb1364fb10ee9fd288acc4e4813380f,2198,71,0,YES,YES,PASS
ECG-JEPA|sub|Finetuning,PTBXL_SUB_04_ECG_JEPA_FINETUNING_FORMAL,sample_predictions/record_level/ecg-jepa/sub/finetuning/PTBXL_SUB_04_ECG_JEPA_FINETUNING_FORMAL_record_level.npz,f08e203430c8cf1c1efa1ad8630d24542995488b904ebdd7cc910bc41e6ded62,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecg-jepa__sub__finetuning.js,72b78a7b7680290e028c435af365e207d43c26a47c6c1be8e6b1fea32157b26f,2198,23,0,YES,YES,PASS
ECG-JEPA|sub|Frozen,PTBXL_SUB_05_ECG_JEPA_FROZEN_FORMAL,sample_predictions/record_level/ecg-jepa/sub/frozen/PTBXL_SUB_05_ECG_JEPA_FROZEN_FORMAL_record_level.npz,61dc13797aca505d5d42c7ca0d59dab2b8dd8c2fcea316af2e59a4c92030e9e1,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecg-jepa__sub__frozen.js,b86e9cb5e6b302dbfae4865fc5ca72b1325bbb81b36e53de855eb76993eaf49f,2198,23,0,YES,YES,PASS
ECG-JEPA|sub|Linear,PTBXL_SUB_06_ECG_JEPA_LINEAR_FORMAL,sample_predictions/record_level/ecg-jepa/sub/linear/PTBXL_SUB_06_ECG_JEPA_LINEAR_FORMAL_record_level.npz,36cb2ba48d01d29de38554b106cc0e51be3ecb6e413eec8f70131ba0114d40f8,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecg-jepa__sub__linear.js,e896ac39d427a250929bfced4c66b584b721fb3c775ed3f4a0932d77c222be87,2198,23,0,YES,YES,PASS
ECG-JEPA|super|Finetuning,PTBXL_SUPER_04_ECG_JEPA_FINETUNING_FORMAL,sample_predictions/record_level/ecg-jepa/super/finetuning/PTBXL_SUPER_04_ECG_JEPA_FINETUNING_FORMAL_record_level.npz,696515963349a4066fae309471ee5048f07560477153752dcc4bfb61536355a4,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecg-jepa__super__finetuning.js,0d0ed1bc5d4ff765d0bdea8bb21409818ee05474c3033129a329b3ec52bdf22a,2198,5,0,YES,YES,PASS
ECG-JEPA|super|Frozen,PTBXL_SUPER_05_ECG_JEPA_FROZEN_FORMAL,sample_predictions/record_level/ecg-jepa/super/frozen/PTBXL_SUPER_05_ECG_JEPA_FROZEN_FORMAL_record_level.npz,c4b01c89288d8a77b3872cd908a20e31e05e6e238ea27827a52b404c2e407f54,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecg-jepa__super__frozen.js,bebaa908cd49a3376eee9bfaa7538612c2e8892192c5e2a11973220d19f0a075,2198,5,0,YES,YES,PASS
ECG-JEPA|super|Linear,PTBXL_SUPER_06_ECG_JEPA_LINEAR_FORMAL,sample_predictions/record_level/ecg-jepa/super/linear/PTBXL_SUPER_06_ECG_JEPA_LINEAR_FORMAL_record_level.npz,6d79dd5027a01bace559696e7a0b32732474ff8dfc0cee88f7c778259135468a,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecg-jepa__super__linear.js,61e73917a53751122ade6ba6e81edac80c992c720306e254f24a9368d094de51,2198,5,0,YES,YES,PASS
ST-MEM|all|Finetuning,PTBXL_ALL_ST_MEM_FINETUNING_FORMAL,sample_predictions/record_level/st-mem/all/finetuning/PTBXL_ALL_ST_MEM_FINETUNING_FORMAL_record_level.npz,ac17f76dfde6583e9936a9ee80469f4ad4eed09514ede14c179f2fae563f31de,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/st-mem__all__finetuning.js,94f1ec3d1e83dff35cddfabdd711f180869285137ef2f09c6f056516f7256251,2198,71,0,YES,YES,PASS
ST-MEM|all|Frozen,PTBXL_ALL_ST_MEM_FROZEN_FORMAL_RUN_005,sample_predictions/record_level/st-mem/all/frozen/PTBXL_ALL_ST_MEM_FROZEN_FORMAL_RUN_005_record_level.npz,00ca71fc743e3a0e1212eb019956524902ad0e1a1382f4bece99621c47c2a55c,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/st-mem__all__frozen.js,72b5c2c52fa453080ffd0177488872c6cda4f27fa5b71fa29388ebd36f4d28b7,2198,71,0,YES,YES,PASS
ST-MEM|all|Linear,PTBXL_ALL_ST_MEM_LINEAR_FORMAL_RUN_006,sample_predictions/record_level/st-mem/all/linear/PTBXL_ALL_ST_MEM_LINEAR_FORMAL_RUN_006_record_level.npz,3f207fd0452c375c629cd3bd9343a2df009d138aa8c73663174250369bfb0415,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/st-mem__all__linear.js,b7c546ba2902b712c02f0090ba8f89a674862472c9fc9d481b2524c747939a92,2198,71,0,YES,YES,PASS
ST-MEM|sub|Finetuning,PTBXL_SUB_07_ST_MEM_FINETUNING_FORMAL_RETRY_03,sample_predictions/record_level/st-mem/sub/finetuning/PTBXL_SUB_07_ST_MEM_FINETUNING_FORMAL_RETRY_03_record_level.npz,b8efaeea9f6b463a00e07b3d39ede80e856d737e00b414e684d2a331386b0211,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/st-mem__sub__finetuning.js,85e7181c5e41b9348bc1beccc2f6e16c8e1778ef5634a749ec7d48c97f974e6c,2198,23,0,YES,YES,PASS
ST-MEM|sub|Frozen,PTBXL_SUB_08_ST_MEM_FROZEN_FORMAL,sample_predictions/record_level/st-mem/sub/frozen/PTBXL_SUB_08_ST_MEM_FROZEN_FORMAL_record_level.npz,dd4040cf97536bd3fc8b4d290b49d9954f401466224a28c7e64f680c8efb6b71,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/st-mem__sub__frozen.js,0ab48c9d90d09a2110d8b809294277ed4eb33463392e268520d265e66a72b6d0,2198,23,0,YES,YES,PASS
ST-MEM|sub|Linear,PTBXL_SUB_09_ST_MEM_LINEAR_FORMAL,sample_predictions/record_level/st-mem/sub/linear/PTBXL_SUB_09_ST_MEM_LINEAR_FORMAL_record_level.npz,3c77b5508297224845fb84c1f9c7eea575b68e51672eb486af3474b61e3b7132,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/st-mem__sub__linear.js,e2058e3f8bc3a95bcf0b50484d4fd05389d23507f876ae05b258c1a2d3c039fd,2198,23,0,YES,YES,PASS
ST-MEM|super|Finetuning,PTBXL_SUPER_07_ST_MEM_FINETUNING_FORMAL_RETRY_03,sample_predictions/record_level/st-mem/super/finetuning/PTBXL_SUPER_07_ST_MEM_FINETUNING_FORMAL_RETRY_03_record_level.npz,f8bcd8ab5a396f9d8371041706e7c60faf87bd2fc7d1ba76ebefaf7902738e59,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/st-mem__super__finetuning.js,74ae237a347013222f0b42d43097f20529aa06f260e583af9fba972abf8eb291,2198,5,0,YES,YES,PASS
ST-MEM|super|Frozen,PTBXL_SUPER_08_ST_MEM_FROZEN_FORMAL,sample_predictions/record_level/st-mem/super/frozen/PTBXL_SUPER_08_ST_MEM_FROZEN_FORMAL_record_level.npz,0422ac3d2b6cca757c2c6ceedf105efaa9c7433cf2fdc407ffae6893b28cdf83,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/st-mem__super__frozen.js,c989108419bdad9b27c95099def769313b2aa14b010120b81b47c44913990114,2198,5,0,YES,YES,PASS
ST-MEM|super|Linear,PTBXL_SUPER_09_ST_MEM_LINEAR_FORMAL,sample_predictions/record_level/st-mem/super/linear/PTBXL_SUPER_09_ST_MEM_LINEAR_FORMAL_record_level.npz,18632f3a9bb31ed7fa49e31384a2badb5d2772684debcc9dc5de2236d7a81719,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/st-mem__super__linear.js,ed84a43339013735b55509ba076dfebb3487d45af5d7c50458fb462b3528fb43,2198,5,0,YES,YES,PASS
MERL|all|Finetuning,PTBXL_ALL_MERL_FINETUNING_FORMAL,sample_predictions/record_level/merl/all/finetuning/PTBXL_ALL_MERL_FINETUNING_FORMAL_record_level.npz,0bb24acf0a2ac71375ad0c23779f72d846fb9cdd9b6e9de7a718fc3dad829202,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/merl__all__finetuning.js,3fee118e23bae636f68e09e5de947baed7442886f6e0be4fc905e136bee40d3f,2198,71,0,YES,YES,PASS
MERL|all|Frozen,PTBXL_ALL_MERL_FROZEN_FORMAL_RUN_007,sample_predictions/record_level/merl/all/frozen/PTBXL_ALL_MERL_FROZEN_FORMAL_RUN_007_record_level.npz,9170b8bd316bfaecc9b10a1938a96d4f3b642e4d4ed97dfd8126b2fc0b3e0263,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/merl__all__frozen.js,390d7bb0771a83c76e5698f7edc07c7d60f99c8fa471e5fc9c6cb09aa85fa700,2198,71,0,YES,YES,PASS
MERL|all|Linear,PTBXL_ALL_MERL_LINEAR_FORMAL_RUN_008,sample_predictions/record_level/merl/all/linear/PTBXL_ALL_MERL_LINEAR_FORMAL_RUN_008_record_level.npz,5a93b888d0e0b70517cdce07e08887d26613cf916fb2c955fa35c851a5c05584,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/merl__all__linear.js,264a58df7e33826ce82b4b50b044581da893c62de14c65014bda21677ba6f65f,2198,71,0,YES,YES,PASS
MERL|sub|Finetuning,PTBXL_SUB_10_MERL_FINETUNING_FORMAL_SUB1,sample_predictions/record_level/merl/sub/finetuning/PTBXL_SUB_10_MERL_FINETUNING_FORMAL_SUB1_record_level.npz,ede2d0b4400724c158ab3161be1c5ff7ec8c20841af77cb7a6a93861d803128c,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/merl__sub__finetuning.js,615b57cb98fe6e351309c575db8c8b0d7b6add5eb1225fad818d352dfa81a266,2198,23,0,YES,YES,PASS
MERL|sub|Frozen,PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1,sample_predictions/record_level/merl/sub/frozen/PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1_record_level.npz,5f3bb97bf9d89702d2b20a8b7f1d79662c5a5fde027dfec9fa7b55cf03ead8db,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/merl__sub__frozen.js,8b7ffe593100009483337907f1c50bc5d9d15d3364444fd7ddab59507a16a3c7,2198,23,0,YES,YES,PASS
MERL|sub|Linear,PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1,sample_predictions/record_level/merl/sub/linear/PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1_record_level.npz,219e4d5f51e5c7193c87cf47114f79509ea724475cc63cad3664ca46bbacb51a,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/merl__sub__linear.js,41b6a714d3458bb9df6bd3d054747ecff9672bcadf0d51535266275cf3bab3cd,2198,23,0,YES,YES,PASS
MERL|super|Finetuning,PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1,sample_predictions/record_level/merl/super/finetuning/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1_record_level.npz,f6e03a6228804d1731f4489bf1bf605dd6479f1b13d2f3b297d3c000a2ff164e,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/merl__super__finetuning.js,36b7e97685dba7a29abf69e86cc38700b1900d2ed6101f1c282e4f409de20bba,2198,5,0,YES,YES,PASS
MERL|super|Frozen,PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1,sample_predictions/record_level/merl/super/frozen/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1_record_level.npz,2a520445e9b63fbb723b6fb1ffb293062644c03bd60948936f6229c56d1da9ad,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/merl__super__frozen.js,4e9687e7783812e12fb50386e4e11bfffcc712c0639dc758434fedd34b14e699,2198,5,0,YES,YES,PASS
MERL|super|Linear,PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1,sample_predictions/record_level/merl/super/linear/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1_record_level.npz,654e30097036b43951f8c11a57699da1b7b6c3630803832ba678fc51269c3276,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/merl__super__linear.js,b1b173dad999fb94f7cf29de2e42672e56720c7aa02c46b4c95623e293c33e07,2198,5,0,YES,YES,PASS
ECGFM-KED|all|Finetuning,PTBXL_ALL_ECGFM_KED_FINETUNING_FORMAL,sample_predictions/record_level/ecgfm-ked/all/finetuning/PTBXL_ALL_ECGFM_KED_FINETUNING_FORMAL_record_level.npz,4e9ca188e24bfd75d6731ca774b202f0776a3d4fcef5a8695d152c737fa98338,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecgfm-ked__all__finetuning.js,37ca8fc1a841ca4654fe1c281e16d8325133657c09a97e01f4e0c44414306b23,2198,71,0,YES,YES,PASS
ECGFM-KED|all|Frozen,PTBXL_ALL_ECGFM_KED_FROZEN_FORMAL_RUN_009,sample_predictions/record_level/ecgfm-ked/all/frozen/PTBXL_ALL_ECGFM_KED_FROZEN_FORMAL_RUN_009_record_level.npz,026672953b43d3bde7657ac0ad649fce878f4b562fe856917a45ac449e61f484,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecgfm-ked__all__frozen.js,301d539c9077979deec97246572288910cf38f296d5e0add55a123c5822fd86e,2198,71,0,YES,YES,PASS
ECGFM-KED|all|Linear,PTBXL_ALL_ECGFM_KED_LINEAR_FORMAL_RUN_010,sample_predictions/record_level/ecgfm-ked/all/linear/PTBXL_ALL_ECGFM_KED_LINEAR_FORMAL_RUN_010_record_level.npz,aede6db1828cf1b60169a75c5e4f0af9db24d71435cd9b79bec8715a2d827cef,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecgfm-ked__all__linear.js,fef7f336bba3071c6f8eb99c2851824272dc43fb4b0b5a5486d520b4a3e981f7,2198,71,0,YES,YES,PASS
ECGFM-KED|sub|Finetuning,PTBXL_SUB_13_ECGFM_KED_FINETUNING_FORMAL_SUB2,sample_predictions/record_level/ecgfm-ked/sub/finetuning/PTBXL_SUB_13_ECGFM_KED_FINETUNING_FORMAL_SUB2_record_level.npz,c3bc8c417c762f5745912710ccafd99995cf8bd5dfc0506ff4b3a2485f491e99,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecgfm-ked__sub__finetuning.js,97e9aaa86600d9272949c1f0bb704f4a3b6db8c8cda1e2bcd3979ea65e9c508d,2198,23,0,YES,YES,PASS
ECGFM-KED|sub|Frozen,PTBXL_SUB_14_ECGFM_KED_FROZEN_FORMAL_SUB2,sample_predictions/record_level/ecgfm-ked/sub/frozen/PTBXL_SUB_14_ECGFM_KED_FROZEN_FORMAL_SUB2_record_level.npz,f7a7b46f1387f1f16075e2911abf82da71d1e55a94d9c534376f9c0480c90ce2,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecgfm-ked__sub__frozen.js,6d2b665decd3b14ebf9571803b01cbfa3dc382d71fbf88eafd702e21ed75a8bb,2198,23,0,YES,YES,PASS
ECGFM-KED|sub|Linear,PTBXL_SUB_15_ECGFM_KED_LINEAR_FORMAL_SUB2,sample_predictions/record_level/ecgfm-ked/sub/linear/PTBXL_SUB_15_ECGFM_KED_LINEAR_FORMAL_SUB2_record_level.npz,5e2b8c7805c4bf09ecfa8135257bd6b407d8101a3f90064b2ea3b4e6d7a74784,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecgfm-ked__sub__linear.js,ade753416647e40dbd8c81ea37dc87431384b3944a7f11c671117779f261718b,2198,23,0,YES,YES,PASS
ECGFM-KED|super|Finetuning,PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2,sample_predictions/record_level/ecgfm-ked/super/finetuning/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2_record_level.npz,3b93aaeca443b078c5778e1be44baa2d48c4e36c1ea06e617bdc04ee9d929763,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecgfm-ked__super__finetuning.js,16348cc472defe961abea3f8a023f8ba7cc2f909aa2f56b01f744f0ab22aa950,2198,5,0,YES,YES,PASS
ECGFM-KED|super|Frozen,PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2,sample_predictions/record_level/ecgfm-ked/super/frozen/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2_record_level.npz,3503915b2223943cb6651bbe173858c86a849fbe63cd41c2beaedff77e46bf5a,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecgfm-ked__super__frozen.js,21f757ab6e6f5bcd6f896776f25d3a40437f29d6261fec58ebd9740bd945b760,2198,5,0,YES,YES,PASS
ECGFM-KED|super|Linear,PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2,sample_predictions/record_level/ecgfm-ked/super/linear/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2_record_level.npz,ed2f3e4436c9d96153c7249b08d8d444fb7d9992b94b08ce53460d9f6793661e,2198,2198x5,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/ecgfm-ked__super__linear.js,f4ab7e507b2b581788197c18291c248a77020b04b341b9d08286b61afa595792,2198,5,0,YES,YES,PASS
HuBERT-ECG|all|Finetuning,PTBXL_ALL_HUBERT_ECG_FINETUNING_FORMAL,sample_predictions/record_level/hubert-ecg/all/finetuning/PTBXL_ALL_HUBERT_ECG_FINETUNING_FORMAL_record_level.npz,8ca6e2a6bbcf6d8cf351e59dd92bfdbe7a969a508d102a01859b8c2b3e5ebb75,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/hubert-ecg__all__finetuning.js,cd52d6dc4013df193835233f822f16f5729b72fbcbbcfef71914fab51d15bf59,2198,71,0,YES,YES,PASS
HuBERT-ECG|all|Frozen,PTBXL_ALL_HUBERT_ECG_FROZEN_FORMAL_RUN_011,sample_predictions/record_level/hubert-ecg/all/frozen/PTBXL_ALL_HUBERT_ECG_FROZEN_FORMAL_RUN_011_record_level.npz,82703b81825e1bd80d16938256853c389105c88658a906d11ca167f870faa817,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/hubert-ecg__all__frozen.js,b0a246a2e880073e8c713f5b41791191a024b5c93ac3608c7f4879b7bc7cdacb,2198,71,0,YES,YES,PASS
HuBERT-ECG|all|Linear,PTBXL_ALL_HUBERT_ECG_LINEAR_FORMAL_RUN_012,sample_predictions/record_level/hubert-ecg/all/linear/PTBXL_ALL_HUBERT_ECG_LINEAR_FORMAL_RUN_012_record_level.npz,46445ee58074ba789c6b25cad3fd960bda9587a8abf6f8c8d5293b49915cd666,2198,2198x71,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/hubert-ecg__all__linear.js,1551b778117aa70e3e880547c494470e5ccc842c3b63d81e46f245e0f4bd009b,2198,71,0,YES,YES,PASS
HuBERT-ECG|sub|Finetuning,PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3,sample_predictions/record_level/hubert-ecg/sub/finetuning/PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3_record_level.npz,0296c56e4fd7e33af07d3dbd68315d447f5a8e869bc3474d7081e7b4d5d1926a,2198,2198x23,float32,sample_predictions/metadata/test_prediction_index_mapping.csv,review_html/data/runs/hubert-ecg__sub__finetuning.js,67b96f22e9085d53d7c4b6bec39468a6ba12004e2bce740c82e2dee4812d506f,2198,23,0,YES,YES,PASS
