"dataset","model","mode","canonical_run","best_epoch","runtime","best_checkpoint_reference","best_checkpoint_used_during_formal_run","checkpoint_artifact_currently_available","local_checkpoint_path","metadata_source","metadata_status","notes"
"ptbxl_super","ST-MEM","Finetuning","PTBXL_SUPER_07_ST_MEM_FINETUNING_FORMAL_RETRY_03","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_07_ST_MEM_FINETUNING_FORMAL_RETRY_03/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_07_ST_MEM_FINETUNING_FORMAL_RETRY_03/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","MERL","Finetuning","PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECGFM-KED","Finetuning","PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","HuBERT-ECG","Finetuning","PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECG-CPC","Finetuning","HUMAN_AUTHORITY_CONFIRMED__SUPER_ECG_CPC_FINETUNING__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY","38","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER_ECG_CPC_FINETUNING_FORMAL_052_04/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUPER_ECG_CPC_FINETUNING_FORMAL_052_04/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECG-FM","Finetuning","PTBXL_SUPER_ECG_FM_FINETUNING_FORMAL_052_10","2","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER_ECG_FM_FINETUNING_FORMAL_052_10/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_SUPER_ECG_FM_FINETUNING_FORMAL_052_10/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","S4","Finetuning","PTBXL_SUPER_19_S4_FINETUNING_FORMAL_SUPER4","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_19_S4_FINETUNING_FORMAL_SUPER4/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_19_S4_FINETUNING_FORMAL_SUPER4/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","Net1D","Finetuning","PTBXL_SUPER_20_NET1D_FINETUNING_FORMAL_SUPER4","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_20_NET1D_FINETUNING_FORMAL_SUPER4/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_20_NET1D_FINETUNING_FORMAL_SUPER4/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ECGFounder","Frozen","PTBXL_ALL_ECGFOUNDER_FROZEN_FORMAL_RUN_001","4","16m58s","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md#PTBXL_ALL_FROZEN_LINEAR_COMPLETION_STATUS (Best ckpt=YES; exact remote pathname not retained)","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ECG-JEPA","Frozen","PTBXL_ALL_ECG_JEPA_FROZEN_FORMAL_RUN_003","1","3h47m15s","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_ECG_JEPA_FROZEN_FORMAL_RUN_003/output/version_0/best_model.ckpt","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECG_JEPA_FROZEN_FORMAL_RUN_003/formal_training.log","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ST-MEM","Frozen","PTBXL_ALL_ST_MEM_FROZEN_FORMAL_RUN_005","73","1h29m02s","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_ST_MEM_FROZEN_FORMAL_RUN_005/output/version_0/best_model.ckpt","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ST_MEM_FROZEN_FORMAL_RUN_005/formal_training.log","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","MERL","Frozen","PTBXL_ALL_MERL_FROZEN_FORMAL_RUN_007","13","12m31s","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_MERL_FROZEN_FORMAL_RUN_007/output/version_0/best_model.ckpt","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_MERL_FROZEN_FORMAL_RUN_007/formal_training.log","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ECGFM-KED","Frozen","PTBXL_ALL_ECGFM_KED_FROZEN_FORMAL_RUN_009","43","18m31s","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_ECGFM_KED_FROZEN_FORMAL_RUN_009/output/version_0/best_model.ckpt","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECGFM_KED_FROZEN_FORMAL_RUN_009/formal_training.log","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","HuBERT-ECG","Frozen","PTBXL_ALL_HUBERT_ECG_FROZEN_FORMAL_RUN_011","7","2h13m34s","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_HUBERT_ECG_FROZEN_FORMAL_RUN_011/output/version_0/best_model.ckpt","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_HUBERT_ECG_FROZEN_FORMAL_RUN_011/formal_training.log","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ECG-CPC","Frozen","PTBXL_ALL_ECG_CPC_FROZEN_FORMAL_RUN_013","49","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_ECG_CPC_FROZEN_FORMAL_RUN_013/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECG_CPC_FROZEN_FORMAL_RUN_013/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ECG-FM","Frozen","PTBXL_ALL_ECG_FM_FROZEN_FORMAL_RUN_015","90","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_ECG_FM_FROZEN_FORMAL_RUN_015_RETRY_01/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECG_FM_FROZEN_FORMAL_RUN_015_RETRY_01/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ECGFounder","Frozen","PTBXL_SUB_02_ECGFOUNDER_FROZEN_FORMAL","1","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_02_ECGFOUNDER_FROZEN_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_02_ECGFOUNDER_FROZEN_FORMAL/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ECG-JEPA","Frozen","PTBXL_SUB_05_ECG_JEPA_FROZEN_FORMAL","1","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_05_ECG_JEPA_FROZEN_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_05_ECG_JEPA_FROZEN_FORMAL/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ST-MEM","Frozen","PTBXL_SUB_08_ST_MEM_FROZEN_FORMAL","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_08_ST_MEM_FROZEN_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_08_ST_MEM_FROZEN_FORMAL/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","MERL","Frozen","PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ECGFM-KED","Frozen","PTBXL_SUB_14_ECGFM_KED_FROZEN_FORMAL_SUB2","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_14_ECGFM_KED_FROZEN_FORMAL_SUB2/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_14_ECGFM_KED_FROZEN_FORMAL_SUB2/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
